Code,Width,Height,isAPINotFunc,isWhiteNoise,RoadType,ImageType,CarsVisible,isLPVisible,Note
C0650301,1280,720,,,0,1,1,,
C0650302,1280,720,,,0,1,0,,Image changing from 2 to 0
C0650303,1280,720,,,0,1,0,,
C0650309,1280,720,,,2,1,0,,
C0650401,704,576,,,0,0,1,,
C0650402,704,576,,,0,0,1,,
C0650408,704,576,,,,,,,Lake View
C0650409,704,576,,,2,0,0,,
C0650501,704,576,,,0,0,0,,
C0650502,704,576,,,0,0,1,,
C0650504,704,576,,,0,0,0,,
C0650509,704,576,,,2,0,0,,
C0650601,800,450,,,0,0,0,,
C0650700,1280,720,,,0,1,1,,
C0650801,1280,720,,,0,1,1,,
C0650802,1280,720,,,0,1,1,,
C0650808,1280,720,,,2,1,1,,
C0650809,1280,720,,,2,1,0,,
C0650901,1280,720,,,0,1,1,,
C0650909,1280,720,,,2,1,0,,
C0651001,1280,720,,,0,1,1,,
C0651002,1280,720,,,0,1,1,,
C0651009,1280,720,,,2,1,1,,
C0651101,704,576,,,3,0,1,,
C0651102,704,576,,,3,0,1,,
C0651109,704,576,,,2,0,1,,
C0651201,1280,720,,,3,1,1,,
C0651202,1280,720,,,3,1,1,,
C0651209,1280,720,,,2,1,1,,
C0651301,1280,720,,,3,1,1,,
C0651302,1280,720,,,3,1,1,,
C0651303,1280,720,,,3,1,1,,
C0651304,1280,720,,,3,1,1,,
C0651309,1280,720,,,2,1,1,1,
C0651401,1280,720,,,3,1,1,,
C0651402,1280,720,,,3,1,1,,
C0651409,1280,720,,,2,1,0,,
C0651501,800,600,,,0,1,1,,
C0651601,704,576,,,0,0,0,,
C0651602,704,576,,,0,0,1,,
C0651609,704,576,,,2,0,0,,
C0651701,1280,720,,,0,1,1,,
C0651702,1280,720,,,0,1,1,,
C0651709,1280,720,,,2,1,0,,
C0651801,1280,720,,,3,1,1,,
C0651802,1280,720,,,3,1,1,,
C0651808,1280,720,,,,,,,Lake View
C0651809,1280,720,,,2,1,0,,
C0750101,1280,720,,,0,1,0,,
C0750201,1280,720,,,0,1,0,,
C0750301,1280,720,,,0,1,0,,
C0750401,800,600,,,0,1,0,,
C0750501,800,450,,,0,1,0,,
C0850302,1280,720,,,3,1,0,,
C0850501,1280,720,,,0,1,0,,
C0850502,1280,720,,,0,1,0,,
C0850503,1280,720,,,0,1,0,,
C0850504,1280,720,,,0,1,0,,
C0850509,1280,720,,,2,1,0,,
C0850601,704,576,,,0,0,1,,
C0850602,704,576,,,0,0,1,,
C0850609,704,576,,,2,0,0,,
C0850801,1280,720,,,0,1,1,,
C0850802,1280,720,,,0,1,1,,
C0850809,1280,720,,,2,1,0,,
C0850901,1280,720,,,0,1,1,,
C0850902,1280,720,,,0,1,1,,
C0850903,1280,720,,,0,1,1,,
C0850904,1280,720,,,0,1,1,,
C0850909,1280,720,,,2,1,0,,
C0851001,704,576,,,3,0,1,,
C0851002,704,576,,,3,0,1,,
C0851101,1280,720,,,0,1,1,,
C0851102,1280,720,,,0,1,1,,
C0851109,1280,720,,,2,1,0,,
C0851701,1280,720,,,0,1,1,,
C0851702,1280,720,,,0,1,1,,
C0851709,1280,720,,,2,1,0,,Changes from 0 to 2
C0851801,1280,720,,,0,1,1,,
C0851802,1280,720,,,0,1,1,,
C0851809,1280,720,,,2,1,0,,
C0851901,704,576,,,0,0,1,,
C0851902,704,576,,,0,0,1,,
C0851909,704,576,,,2,0,0,,
C0852001,704,576,,,0,1,1,,
C0852002,704,576,,,0,1,0,,
C0852009,704,576,,,2,1,0,,
C0852101,704,576,,,0,0,1,,
C0852102,704,576,,,0,0,1,,
C0852109,704,576,,,2,0,0,,
C0852201,704,576,,,0,0,1,,
C0852202,704,576,,,0,0,1,,
C0852209,704,576,,,2,0,0,,
C0852301,704,576,,,0,0,1,,
C0852302,704,576,,,0,0,1,,
C0852401,1280,720,,,3,1,1,,
C0852402,1280,720,,,3,1,1,,
C0852409,1280,720,,,2,1,0,,Changes from 3 to 2
C0852501,704,576,,,0,0,1,,
C0852502,704,576,,,0,0,1,,
C0852503,704,576,,,0,0,1,,
C0852601,1280,720,,,0,1,0,,
C0852602,1280,720,,,0,1,0,,
C0852603,1280,720,,,0,1,0,,
C0852604,1280,720,,,0,1,0,,
C0852609,1280,720,,,2,1,0,,
C0852701,704,576,,,0,0,1,,
C0852702,704,576,,,0,0,0,,
C0852709,704,576,,,2,0,0,,
C0852801,1280,720,,,0,1,0,,Changes in resolution from 704 to 1280
C0852802,1280,720,,,0,1,0,,Changes in resolution from 704 to 1280
C0852809,1280,720,,,2,1,0,,Changes in resolution from 704 to 1280
C0852901,704,576,,,0,0,1,,
C0852902,704,576,,,0,0,0,,
C0852909,704,576,,,2,0,0,,
C0853001,704,576,,,3,0,1,,
C0853002,704,576,,,0,0,1,,
C0853009,704,576,,,2,0,0,,
C0853101,704,576,,,3,0,1,,
C0853102,704,576,,,3,0,1,,
C0853109,704,576,,,2,0,0,,
C0853201,1280,720,,,3,1,1,,
C0853202,1280,720,,,3,1,0,,
C0853209,1280,720,,,2,1,0,,
C0853301,1280,720,,,3,1,1,,Changes in resolution from 704 to 1280
C0853302,1280,720,,,3,1,1,,Changes in resolution from 704 to 1280
C0853309,1280,720,,,2,1,0,,Changes in resolution from 704 to 1280 and 3 to 2
C0853401,704,576,,,0,0,1,,
C0853402,704,576,,,0,0,1,,
C0853403,704,576,,,0,0,0,,
C0853404,1280,720,,,0,1,1,,
C0853409,704,576,,,2,0,0,,
C0853501,704,576,,,0,0,0,,
C0853502,704,576,,,0,0,0,,
C0853504,704,576,,,0,0,0,,
C0853509,704,576,,,2,0,0,,
C0853601,1280,720,,,3,1,1,,
C0853602,1280,720,,,3,1,1,,
C0853609,1280,720,,,2,1,0,,
C0853701,1280,720,,,0,1,1,,
C0853702,1280,720,,,0,1,1,,
C0853709,1280,720,,,2,1,0,,
C0853801,704,576,,,0,0,1,,
C0853802,704,576,,,0,0,1,,
C0853803,704,576,,,3,0,1,,
C0853804,704,576,,,3,0,1,,
C0853809,704,576,,,2,0,0,,
C0854001,704,576,,,0,0,1,,
C0854002,704,576,,,0,0,1,,
C0854101,704,576,,,0,0,1,,
C0854102,704,576,,,0,0,1,,
C0854109,704,576,,,2,0,0,,
C0854301,704,576,,,0,0,1,,
C0854302,704,576,,,0,0,1,,
C0854304,704,576,,,0,0,1,,
C0854309,704,576,,,2,0,0,,
C0854401,1280,720,,,0,1,0,,
C0854402,1280,720,,,0,1,0,,
C0854403,1280,720,,,0,1,1,,
C0854409,1280,720,,,2,1,0,,
C0854501,704,576,,,0,0,0,,
C0854502,704,576,,,0,0,0,,
C0854509,704,576,,,2,0,0,,
C0854601,704,576,,,3,0,1,,
C0854602,704,576,,,3,0,1,,
C0854603,704,576,,,0,0,1,,
C0854604,704,576,,,0,0,1,,
C0854701,704,576,,,0,0,1,,
C0854702,704,576,,,0,0,1,,
C0854709,704,576,,,2,0,0,,
C0854801,704,576,,,0,0,1,,
C0854802,704,576,,,0,0,1,,
C0854803,704,576,,,0,0,1,,
C0854804,704,576,,,0,0,1,,
C0854901,1280,720,,,0,1,1,,
C0854902,1280,720,,,0,1,1,,
C0854909,1280,720,,,2,1,0,,
C0855002,704,576,,,0,0,1,,
C0855100,704,576,,,0,0,1,,
C0855201,704,576,,,0,0,1,,
C0855202,704,576,,,0,0,0,,
C0855204,704,576,,,0,0,1,,
C0855209,704,576,,,2,0,0,,
C0855301,704,576,,,0,0,0,,
C0855302,704,576,,,0,0,1,,
C0855309,704,576,,,2,0,0,,
C0855400,704,576,,,3,0,1,,
C0855500,704,576,,,3,0,1,,
C0855601,1280,720,,,3,1,1,,
C0855602,1280,720,,,3,1,1,,
C0855609,1280,720,,,2,1,1,,
C0855701,1280,720,,,3,1,1,,
C0855702,1280,720,,,3,1,1,,
C0855706,1280,720,,,,,,,View on tower
C0855707,1280,720,,,,,,,Lake View
C0855708,1280,720,,,,,,,Lake View
C0855709,1280,720,,,2,1,0,,
C0855801,1280,720,,,3,1,1,,
C0855802,1280,720,,,3,1,1,,
C0855809,1280,720,,,2,1,0,,
C0855901,1280,720,,,3,1,1,,
C0855902,1280,720,,,3,1,1,,
C0855909,1280,720,,,2,1,0,,
C0856001,1280,720,,,3,1,1,,
C0856002,1280,720,,,3,1,1,,
C0856003,1280,720,,,3,1,1,,
C0856009,1280,720,,,2,1,1,,
C0856101,1280,720,,,3,1,1,,
C0856102,1280,720,,,3,1,1,,
C0856109,1280,720,,,2,1,0,,
C0857201,704,576,,,3,0,1,,
C0857202,704,576,,,2,0,1,,
C0857209,704,576,,,2,0,1,,
C0857301,1280,720,,,1,1,1,,
C0857302,1280,720,,,3,1,1,,
C0857309,1280,720,,,2,1,0,,
C0857401,704,576,,,0,0,1,,
C0857402,704,576,,,0,0,1,,
C0857409,704,576,,,2,0,0,,
C0857502,704,576,,,0,0,1,,
C0857503,704,576,,,0,0,1,,
C0857504,704,576,,,0,0,0,,
C0857509,704,576,,,2,0,0,,
C0857601,1280,720,,,3,1,1,,
C0857602,1280,720,,,3,1,1,,
C0857603,1280,720,,,3,1,1,,
C0857604,1280,720,,,3,1,1,,
C0857609,1280,720,,,2,1,0,,
C0857701,1280,720,,,0,1,0,,
C0857801,1280,720,,,0,1,0,,
C0857901,1280,720,,,0,1,0,,
C0858301,704,576,,,0,0,0,,
C0858302,704,576,,,0,0,0,,
C0858304,704,576,,,0,0,0,,
C0858309,704,576,,,2,0,0,,
C0858401,704,576,,,0,0,0,,
C0858402,704,576,,,0,0,1,,
C0858409,704,576,,,2,0,0,,
C0858501,1280,720,,,0,1,0,,
C0858502,1280,720,,,0,1,0,,
C0858509,1280,720,,,2,1,0,,
C0858601,1280,720,,,0,1,0,,House redacted with grey
C0858602,1280,720,,,0,1,0,,
C0858609,1280,720,,,2,1,0,,
C0858701,1280,720,,,3,1,1,,
C0858702,1280,720,,,3,1,1,,
C0858706,1280,720,,,,,,,Lake View
C0858708,1280,720,,,,,,,Lake View
C0858709,1280,720,,,2,1,0,,
C0858801,1280,720,,,0,1,1,,
C0858802,1280,720,,,0,1,1,,
C0858809,1280,720,,,2,1,0,,
C0950101,1280,720,,,0,1,1,,
C0950102,1280,720,,,0,1,1,,
C0950109,1280,720,,,2,1,0,,
C0950201,1280,720,,,0,1,0,,
C0950202,1280,720,,,0,1,0,,
C0950209,1280,720,,,2,1,0,,
C0950301,1280,720,,,0,1,1,,
C0950302,1280,720,,,0,1,0,,
C0950309,1280,720,,,0,1,1,,
C0950401,1280,720,,,3,1,1,,
C0950402,1280,720,,,3,1,1,,
C0950409,1280,720,,,2,1,0,,
C0950501,1280,720,,,0,1,1,,
C0950502,1280,720,,,0,1,1,,
C0950509,1280,720,,,2,1,0,,
C0950601,704,576,,,0,0,1,,
C0950602,704,576,,,0,0,1,,
C0950609,704,576,,,2,0,1,,
C0950701,704,576,,,0,0,1,,
C0950702,704,576,,,0,0,1,,
C0950709,704,576,,,2,0,0,,
C0950901,1280,720,,,0,1,1,,
C0950902,1280,720,,,0,1,1,,
C0950909,1280,720,,,2,1,0,,
C0951002,704,576,,,1,0,1,,
C0951101,1280,720,,,3,1,1,,
C0951102,1280,720,,,3,1,1,,
C0951109,1280,720,,,2,1,0,,
C0951201,704,576,,,0,0,1,,
C0951202,704,576,,,0,0,1,,
C0951208,704,576,,,,,,,Mountain View
C0951209,704,576,,,2,0,0,,
C0951301,1280,720,,,0,1,1,,
C0951302,1280,720,,,0,1,1,,
C0951309,1280,720,,,2,1,0,,
C0951401,1280,720,,,0,1,0,,
C0951402,1280,720,,,0,1,0,,
C0951409,1280,720,,,2,1,0,,
C0951501,1280,720,,,0,1,1,,
C0951502,1280,720,,,0,1,1,,
C0951509,1280,720,,,2,1,0,,
C0951601,1280,720,,,0,1,1,,
C0951602,1280,720,,,0,1,1,,
C0951609,1280,720,,,2,1,0,,
C0951801,1280,720,,1,,,,,Grey noise
C0951802,1280,720,,1,,,,,Grey noise
C0951809,1280,720,,1,,,,,Grey noise
C0951901,1280,720,,,0,1,0,,
C0951902,1280,720,,,0,1,1,,
C0951909,1280,720,,,2,1,0,,
C0952001,704,576,,,0,0,1,,Field View
C0952002,704,576,,,0,0,1,,Field View
C0952009,704,576,,,0,0,1,,Field View
C0952101,704,576,,,0,0,0,,
C0952102,704,576,,,0,0,0,,
C0952109,704,576,,,0,0,0,,
C0952201,1280,720,,,0,1,1,,
C0952202,1280,720,,,0,1,1,,
C0952209,1280,720,,,2,1,0,,
C0952301,1280,720,,,0,1,0,,
C0952302,1280,720,,,0,1,1,,
C0952309,1280,720,,,2,1,0,,
C0952401,704,576,,,0,0,0,,
C0952402,704,576,,,0,0,1,,
C0952409,704,576,,,2,0,0,,
C0952501,1280,720,,,0,1,1,,
C0952502,1280,720,,,0,1,1,,
C0952509,1280,720,,,2,1,1,,Very good LP
C0952601,1280,720,,,0,1,0,,
C0952702,1280,720,,,0,1,1,,
C0952801,1280,720,,,0,1,1,,
C0952901,1280,720,,,0,1,0,,
C0953001,1280,720,,,0,1,1,,
C0953101,1280,720,,,0,1,1,,
C0953102,1280,720,,,0,1,1,,
C0953109,1280,720,,,2,1,0,,
C1050101,704,576,,,0,0,1,,
C1050102,704,576,,,0,0,1,,
C1050109,704,576,,,2,0,0,,
C1050201,1280,720,,,0,1,1,,
C1050202,1280,720,,,0,1,1,,
C1050209,1280,720,,,2,1,0,,
C1050301,704,576,,,0,0,1,,
C1050302,704,576,,,0,0,0,,
C1050309,704,576,,,2,0,0,,
C1050401,1280,720,,,0,1,1,,
C1050402,1280,720,,,0,1,1,,
C1050409,1280,720,,,2,1,1,,
C1050501,704,576,,,0,1,1,,
C1050502,704,576,,,0,1,1,,
C1050509,704,576,,,2,1,0,,
C1050601,1280,720,,,0,1,1,,Bridge
C1050602,1280,720,,,0,1,1,,Bridge
C1050607,1280,720,,,,,,,Lake View
C1050608,1280,720,,,,,,,Lake View
C1050609,1280,720,,,2,1,1,,
C1050701,1280,720,,,0,1,1,,
C1050702,1280,720,,,0,1,1,,
C1050709,1280,720,,,2,1,0,,
C1050801,1280,720,,,3,1,1,,
C1050802,1280,720,,,3,1,1,,
C1050803,1280,720,,,0,1,1,,
C1050804,1280,720,,,0,1,1,,
C1050809,1280,720,,,2,1,0,,
C1051001,1280,720,,,0,1,1,,Bridge
C1051002,1280,720,,,0,1,1,,
C1051009,1280,720,,,0,1,1,,Bridge
C1051101,1280,720,,,0,1,1,,Bridge
C1051102,1280,720,,,0,1,1,,Bridge
C1051109,1280,720,,,2,1,0,,
C1051201,704,576,,,0,0,1,,
C1051202,704,576,,,0,0,1,,
C1051209,704,576,,,2,0,0,,
C1051301,704,576,,,0,0,1,,
C1051302,704,576,,,0,0,1,,
C1051309,704,576,,,2,0,0,,
C1051401,704,576,,,0,0,1,,
C1051402,704,576,,,0,0,1,,
C1051409,704,576,,,2,0,0,,
C1051501,704,576,,,0,0,0,,
C1051502,704,576,,,0,0,0,,
C1051509,704,576,,,2,0,0,,
C1051601,704,576,,,0,0,1,,
C1051602,704,576,,,0,0,1,,
C1051609,704,576,,,2,0,0,,
C1051701,704,576,,,0,0,1,,
C1051702,704,576,,,0,0,1,,
C1051709,704,576,,,2,0,0,,
C1051801,704,576,,,0,0,0,,
C1051802,704,576,,,0,0,0,,
C1051809,704,576,,,2,0,0,,
C1051901,704,576,,,0,0,0,,
C1051902,704,576,,,0,0,1,,
C1051909,704,576,,,2,0,0,,
C1052001,1280,720,,,0,1,1,,
C1052002,1280,720,,,0,1,1,,
C1052009,1280,720,,,2,1,0,,
C1052101,704,576,,,0,0,0,,
C1052102,704,576,,,0,0,1,,
C1052109,704,576,,,2,0,0,,
C1052201,704,576,,,0,0,1,,
C1052202,704,576,,,0,0,1,,
C1052209,704,576,,,2,0,1,,
C1052301,704,576,,,3,0,2,,
C1052302,704,576,,,3,0,2,,
C1052303,704,576,,,3,0,2,,
C1052309,704,576,,,3,0,2,,
C1052401,704,576,,,0,0,1,,
C1052402,704,576,,,0,0,0,,
C1052409,704,576,,,2,0,0,,
C1052501,704,576,,,0,0,1,,
C1052502,704,576,,,0,0,1,,
C1052509,704,576,,,2,0,0,,
C1052601,704,576,,,0,0,1,,
C1052602,704,576,,,0,0,0,,
C1052609,704,576,,,2,0,0,,
C1052701,704,576,,,0,0,1,,
C1052702,704,576,,,0,0,1,,
C1052709,704,576,,,0,0,0,,
C1052801,704,576,,,0,0,1,,
C1052802,704,576,,,0,0,0,,
C1052803,704,576,,,3,0,0,,
C1052804,704,576,,,3,0,0,,
C1052809,704,576,,,2,0,0,,
C1052901,704,576,,,0,0,1,,
C1052902,704,576,,,0,0,0,,
C1052909,704,576,,,2,0,1,,
C1053001,704,576,,,0,0,1,,
C1053002,704,576,,,0,0,1,,
C1053009,704,576,,,2,0,0,,
C1053101,704,576,,,0,0,1,,
C1053102,704,576,,,0,0,1,,
C1053109,704,576,,,2,0,1,,
C1053201,704,576,,,0,0,1,,
C1053202,704,576,,,0,0,0,,
C1053209,704,576,,,2,0,0,,
C1053301,704,576,,,0,0,0,,
C1053302,704,576,,,0,0,1,,
C1053309,704,576,,,2,0,0,,
C1053401,1280,720,,,0,1,1,,
C1053402,1280,720,,,0,1,1,,
C1053409,1280,720,,,2,1,0,,
C1053501,704,576,,,1,1,0,,
C1053502,704,576,,,1,1,1,,
C1053509,704,576,,,2,1,0,,
C1053601,1280,720,,,0,1,1,,
C1053602,1280,720,,,0,1,1,,
C1053609,1280,720,,,2,1,1,,
C1053701,704,576,,,0,0,1,,
C1053702,704,576,,,0,0,1,,
C1053709,704,576,,,2,0,0,,
C1053801,704,576,,,0,0,1,,
C1053802,704,576,,,0,0,1,,
C1053803,704,576,,,0,0,1,,
C1053804,704,576,,,3,0,1,,
C1053809,704,576,,,2,0,0,,
C1053901,640,480,,,0,1,0,,
C1053902,640,480,,,0,1,0,,
C1053909,640,480,,,2,1,0,,
C1054001,800,600,,,0,1,0,,
C1054101,1280,720,,,0,1,0,,
C1054102,1280,720,,,0,1,0,,
C1054109,1280,720,,,2,1,0,,
C1054201,1280,720,,,0,1,1,,
C1054202,1280,720,,,3,1,0,,
C1054204,1280,720,,,3,1,0,,
C1054209,1280,720,,,2,1,0,,
C1054301,1280,720,,,0,1,1,,
C1054302,1280,720,,,0,1,1,,
C1054303,1280,720,,,0,1,1,,
C1054304,1280,720,,,0,1,1,,
C1054309,1280,720,,,2,1,0,,
C1054501,1280,720,,,0,1,1,,
C1054502,1280,720,,,0,1,1,,
C1054509,1280,720,,,0,1,1,,
C1054601,640,480,,,0,1,1,,
C1054602,640,480,,,0,1,1,,
C1054609,640,480,,,2,1,0,,
C1054701,1280,720,,,0,1,0,,
C1054702,1280,720,,,0,1,0,,
C1054709,1280,720,,,2,1,0,,
C1054801,800,600,,,3,1,1,,
C1054901,720,576,,,0,1,1,,
C1054902,720,576,,,0,1,1,,
C1054909,720,576,,,2,1,1,,
C1055001,1280,720,,,0,1,1,,
C1055002,1280,720,,,0,1,1,,
C1055009,1280,720,,,2,1,0,,
C1055101,720,576,,,0,1,1,,
C1055102,720,576,,,0,1,1,,
C1055109,720,576,,,2,1,0,,
C1055201,1280,720,,,0,1,1,,
C1055202,1280,720,,,0,1,1,,
C1055204,1280,720,,,0,1,0,,
C1055209,1280,720,,,2,1,0,,
C1055301,1280,720,,,0,1,1,,
C1055302,1280,720,,,0,1,2,,
C1055309,1280,720,,,2,1,1,,Some images are black
C1055401,1280,720,,,0,1,1,,
C1055501,1280,720,,,0,1,0,,
C1250101,1280,720,,,0,1,0,,
C1250102,1280,720,,,0,1,0,,
C1250109,1280,720,,,2,1,0,,
C1250201,1280,720,,,0,1,1,,
C1250202,1280,720,,,0,1,0,,
C1250209,1280,720,,,2,1,0,,
C1250301,1280,720,,,3,1,2,,
C1250302,1280,720,,,3,1,2,,
C1250303,1280,720,,,3,1,2,,
C1250304,1280,720,,,3,1,2,,
C1250309,1280,720,,,2,1,0,,
C1250401,1280,720,,,3,1,2,,Similar images 1
C1250402,1280,720,,,3,1,2,,Similar images 1
C1250403,1280,720,,,3,1,2,,Similar images 1
C1250404,1280,720,,,3,1,2,,Similar images 1
C1250409,1280,720,,,3,1,2,,Similar images 1
C1250501,1280,720,,,0,1,1,,
C1250502,1280,720,,,0,1,1,,
C1250509,1280,720,,,2,1,0,,
C1250601,1280,720,,,0,1,0,,
C1250602,1280,720,,,0,1,0,,
C1250609,1280,720,,,2,1,0,,
C1250701,1280,720,,,0,1,1,,
C1250702,1280,720,,,0,1,0,,
C1250709,1280,720,,,2,1,0,,
C1250801,1280,720,,,3,1,1,,
C1250802,1280,720,,,3,1,1,,
C1250803,1280,720,,,3,1,1,,
C1250804,1280,720,,,3,1,1,,
C1250809,1280,720,,,2,1,1,,
C1250901,1280,720,,,0,1,1,,
C1250902,1280,720,,,0,1,1,,
C1250903,1280,720,,,0,1,0,,
C1250907,1280,720,,,,,,,City View
C1250909,1280,720,,,2,1,0,,
C1251001,1280,720,,,0,1,0,,
C1251002,1280,720,,,0,1,0,,
C1251009,1280,720,,,2,1,0,,
C1251101,1280,720,,,0,1,1,,
C1251102,1280,720,,,0,1,1,,
C1251109,1280,720,,,2,1,0,,
C1251300,1280,720,,,3,1,2,,
C1251401,1280,720,,,0,1,1,,
C1251402,1280,720,,,0,1,1,,
C1251403,1280,720,,,0,1,1,,
C1251404,1280,720,,,0,1,1,,
C1251409,1280,720,,,2,1,0,,
C1251501,1280,720,,,0,1,1,,
C1251502,1280,720,,,0,1,1,,
C1251509,1280,720,,,2,1,0,,
C1251601,704,576,,,0,1,0,,
C1251602,704,576,,,0,1,0,,
C1251609,704,576,,,2,1,0,,
C1251701,1280,720,,,0,1,1,,
C1251702,1280,720,,,0,1,0,,
C1251709,1280,720,,,2,1,0,,
C1251901,1280,720,,,0,1,0,,
C1251902,1280,720,,,0,1,0,,
C1251904,1280,720,,,0,1,0,,
C1251909,1280,720,,,2,1,0,,
C1252001,704,576,,,0,1,0,,
C1252002,704,576,,,0,1,1,,
C1252009,704,576,,,2,1,0,,
C1252101,1280,720,,,0,1,1,,
C1252102,1280,720,,,0,1,1,,
C1252109,1280,720,,,2,1,0,,
C1252201,1280,720,,,0,1,1,,
C1252202,1280,720,,,0,1,1,,
C1252209,1280,720,,,2,1,0,,
C1252401,1280,720,,,0,1,1,,
C1252402,1280,720,,,0,1,1,,
C1252409,1280,720,,,2,1,0,,
C1252601,1280,720,,,0,1,1,,
C1252602,1280,720,,,0,1,1,,
C1252609,1280,720,,,2,1,0,,
C1252702,1280,720,,,0,1,1,,
C1252709,1280,720,,,2,1,0,,
C1252801,704,576,,,0,1,0,,
C1252802,704,576,,,0,1,0,,
C1252809,704,576,,,2,1,0,,
C1252901,1280,720,,,0,1,1,,
C1252902,1280,720,,,0,1,1,,
C1252903,1280,720,,,0,1,1,,
C1252909,1280,720,,,2,1,0,,
C1253001,704,576,,,0,1,0,,
C1253002,704,576,,,0,1,1,,
C1253009,704,576,,,2,1,0,,
C1253101,1280,720,,,0,1,1,,
C1253102,1280,720,,,0,1,0,,
C1253109,1280,720,,,2,1,0,,
C1253201,704,576,,,0,1,2,,
C1253202,704,576,,,0,1,1,,
C1253209,704,576,,,2,1,0,,
C1253301,704,576,,,0,1,1,,
C1253302,704,576,,,0,1,1,,
C1253303,704,576,,,0,1,1,,
C1253309,704,576,,,2,1,0,,
C1253401,1280,720,,,0,1,0,,"Black images in the night, no IR supposedly"
C1253402,1280,720,,,0,1,0,,
C1253409,1280,720,,,2,1,0,,
C1253501,704,576,,,0,1,0,,
C1253601,1280,720,,,0,1,0,,
C1253602,1280,720,,,0,1,0,,
C1253609,1280,720,,,2,1,0,,
C1253701,1280,720,,,3,1,2,,
C1253702,1280,720,,,3,1,1,,
C1253709,1280,720,,,2,1,1,,
C1253801,1280,720,,,0,1,0,,"Black images in the night, no IR supposedly"
C1253802,1280,720,,,0,1,0,,
C1253809,1280,720,,,2,1,0,,
C1253901,1280,720,,,0,1,1,,
C1253902,1280,720,,,0,1,0,,
C1253909,1280,720,,,2,1,0,,
C1254001,704,576,,,0,1,0,,
C1254101,1280,720,,,0,1,1,,
C1254102,1280,720,,,0,1,0,,
C1254109,1280,720,,,2,1,0,,
C1254201,704,576,,,0,1,0,,
C1254202,704,576,,,0,1,1,,
C1254209,704,576,,,2,1,1,,
C1254301,1280,720,,,0,1,1,,
C1254302,1280,720,,,0,1,1,,
C1254309,1280,720,,,2,1,0,,
C1254400,1280,720,,,3,1,2,,
C1254501,704,576,,,0,1,0,,"Black images in the night, no IR supposedly"
C1254502,704,576,,,0,1,0,,"Black images in the night, no IR supposedly"
C1254504,704,576,,,0,1,1,,"Black images in the night, no IR supposedly"
C1254509,704,576,,,2,1,0,,
C1254701,1280,720,,,0,1,1,,
C1254702,1280,720,,,3,1,2,,
C1254709,1280,720,,,2,1,0,,
C1254802,1280,720,,,0,1,0,,Barrer
C1254809,1280,720,,,2,1,0,,
C1255001,1280,720,,,0,1,0,,
C1255002,1280,720,,,0,1,1,,
C1255007,1280,720,,,,,,,Mountain View
C1255009,1280,720,,,2,1,0,,
C1255101,704,576,,,0,1,1,,
C1255102,704,576,,,0,1,0,,
C1255109,704,576,,,2,1,0,,
C1255201,1280,720,,,3,1,1,,
C1255202,1280,720,,,3,1,1,,
C1255203,1280,720,,,3,1,1,,
C1255204,1280,720,,,3,1,1,,
C1255209,1280,720,,,2,1,1,,
C1255300,704,576,,,0,1,0,,
C1255401,1280,720,,,0,1,0,,
C1255402,1280,720,,,0,1,0,,
C1255409,1280,720,,,2,1,1,,
C1255501,1280,720,,,0,1,0,,House redacted with grey
C1255502,1280,720,,,0,1,0,,
C1255503,1280,720,,,0,1,0,,
C1255504,1280,720,,,0,1,0,,
C1255509,704,576,,,2,1,0,,
C1255601,1280,720,,,0,1,1,,
C1255602,1280,720,,,0,1,0,,
C1255609,1280,720,,,0,1,1,,
C1255701,1280,720,,,0,1,2,,
C1255702,1280,720,,,0,1,2,,
C1255703,1280,720,,,0,1,2,,
C1255704,1280,720,,,0,1,0,,
C1255709,1280,720,,,2,1,0,,
C1255801,1280,720,,,0,1,0,,
C1255802,1280,720,,,0,1,0,,
C1255809,1280,720,,,2,1,0,,
C1255901,1280,720,,,3,1,2,,
C1255902,1280,720,,,3,1,2,,
C1255904,1280,720,,,3,1,2,,
C1256001,1280,720,,,3,1,2,,
C1256002,1280,720,,,3,1,2,,
C1256003,,,,,,,,,Image from previous cameras
C1256004,1280,720,,,3,1,1,,
C1256009,1280,720,,,2,1,0,,
C1256101,1280,720,,,3,1,1,,
C1256102,1280,720,,,3,1,1,,
C1256109,1280,720,,,2,1,0,,
C1256201,704,576,,,0,0,1,,
C1256202,704,576,,,0,0,1,,
C1256209,704,576,,,0,0,1,,
C1256301,1280,720,,,3,1,1,,
C1256302,1280,720,,,3,1,1,,
C1256303,1280,720,,,3,1,2,,
C1256309,1280,720,,,2,1,0,,
C1256401,704,576,,,0,0,1,,
C1256402,704,576,,,0,0,0,,
C1256409,704,576,,,2,0,0,,
C1256501,704,576,,,0,0,0,,
C1256502,704,576,,,0,0,1,,
C1256509,704,576,,,2,0,0,,
C1256601,1280,720,,,0,1,0,,
C1256602,1280,720,,,0,1,1,,
C1256609,1280,720,,,2,1,0,,
C1256701,1280,720,,,0,1,1,,
C1256702,1280,720,,,0,1,0,,
C1256709,1280,720,,,2,1,0,,
C1256801,1280,720,,,0,1,0,,
C1256802,1280,720,,,0,1,0,,
C1256809,1280,720,,,2,1,0,,
C1256901,704,576,,,0,0,2,,
C1256902,704,576,,,0,0,1,,
C1256909,704,576,,,2,0,0,,
C1257001,704,576,,,0,0,1,,
C1257002,704,576,,,3,0,2,,
